ctgov,dist,parameter1,parameter2,r
NCT00740051,weibull,shape,shape,1.869e-02
NCT00740051,weibull,shape,scale,-2.791e-02
NCT00740051,weibull,scale,shape,-2.791e-02
NCT00740051,weibull,scale,scale,6.284e-02
NCT00772538,weibull,shape,shape,2.117e-02
NCT00772538,weibull,shape,scale,-7.882e-02
NCT00772538,weibull,scale,shape,-7.882e-02
NCT00772538,weibull,scale,scale,3.519e-01
NCT00776984,weibull,shape,shape,1.897e-02
NCT00776984,weibull,shape,scale,-3.749e-02
NCT00776984,weibull,scale,shape,-3.749e-02
NCT00776984,weibull,scale,scale,9.061e-02
NCT00782210,weibull,shape,shape,7.964e-03
NCT00782210,weibull,shape,scale,-1.863e-02
NCT00782210,weibull,scale,shape,-1.863e-02
NCT00782210,weibull,scale,scale,6.145e-02
NCT00782509,weibull,shape,shape,9.658e-03
NCT00782509,weibull,shape,scale,-2.617e-02
NCT00782509,weibull,scale,shape,-2.617e-02
NCT00782509,weibull,scale,scale,9.312e-02
NCT00793624,weibull,shape,shape,5.598e-03
NCT00793624,weibull,shape,scale,-1.377e-02
NCT00793624,weibull,scale,shape,-1.377e-02
NCT00793624,weibull,scale,scale,4.743e-02
NCT00798161,weibull,shape,shape,9.637e-03
NCT00798161,weibull,shape,scale,-2.612e-02
NCT00798161,weibull,scale,shape,-2.612e-02
NCT00798161,weibull,scale,scale,8.858e-02
NCT00800683,weibull,shape,shape,2.720e-02
NCT00800683,weibull,shape,scale,-4.416e-02
NCT00800683,weibull,scale,shape,-4.416e-02
NCT00800683,weibull,scale,scale,1.199e-01
NCT00848081,weibull,shape,shape,2.678e-02
NCT00848081,weibull,shape,scale,-5.329e-02
NCT00848081,weibull,scale,shape,-5.329e-02
NCT00848081,weibull,scale,scale,1.299e-01
NCT00855582,weibull,shape,shape,1.373e-02
NCT00855582,weibull,shape,scale,-3.206e-02
NCT00855582,weibull,scale,shape,-3.206e-02
NCT00855582,weibull,scale,scale,9.211e-02
NCT00861757,weibull,shape,shape,1.986e-02
NCT00861757,weibull,shape,scale,-4.589e-02
NCT00861757,weibull,scale,shape,-4.589e-02
NCT00861757,weibull,scale,scale,1.235e-01
NCT00915772,weibull,shape,shape,8.656e-03
NCT00915772,weibull,shape,scale,-1.392e-02
NCT00915772,weibull,scale,shape,-1.392e-02
NCT00915772,weibull,scale,scale,3.172e-02
NCT00926289,weibull,shape,shape,1.687e-02
NCT00926289,weibull,shape,scale,-5.336e-02
NCT00926289,weibull,scale,shape,-5.336e-02
NCT00926289,weibull,scale,scale,1.922e-01
NCT00954447,weibull,shape,shape,5.643e-03
NCT00954447,weibull,shape,scale,-1.475e-02
NCT00954447,weibull,scale,shape,-1.475e-02
NCT00954447,weibull,scale,scale,4.907e-02
NCT00970632,weibull,shape,shape,1.815e-02
NCT00970632,weibull,shape,scale,-3.298e-02
NCT00970632,weibull,scale,shape,-3.298e-02
NCT00970632,weibull,scale,scale,7.243e-02
NCT00975195,weibull,shape,shape,2.077e-03
NCT00975195,weibull,shape,scale,-4.175e-03
NCT00975195,weibull,scale,shape,-4.175e-03
NCT00975195,weibull,scale,scale,1.167e-02
NCT00996658,weibull,shape,shape,3.235e-02
NCT00996658,weibull,shape,scale,-7.077e-02
NCT00996658,weibull,scale,shape,-7.077e-02
NCT00996658,weibull,scale,scale,1.885e-01
NCT01064687,weibull,shape,shape,9.331e-03
NCT01064687,weibull,shape,scale,-2.520e-02
NCT01064687,weibull,scale,shape,-2.520e-02
NCT01064687,weibull,scale,scale,8.241e-02
NCT01075282,weibull,shape,shape,1.157e-02
NCT01075282,weibull,shape,scale,-3.809e-02
NCT01075282,weibull,scale,shape,-3.809e-02
NCT01075282,weibull,scale,scale,1.513e-01
NCT01084005,weibull,shape,shape,4.652e-02
NCT01084005,weibull,shape,scale,-1.020e-01
NCT01084005,weibull,scale,shape,-1.020e-01
NCT01084005,weibull,scale,scale,2.628e-01
NCT01087502,weibull,shape,shape,1.890e-02
NCT01087502,weibull,shape,scale,-3.217e-02
NCT01087502,weibull,scale,shape,-3.217e-02
NCT01087502,weibull,scale,scale,8.078e-02
NCT01126437,weibull,shape,shape,2.395e-04
NCT01126437,weibull,shape,scale,-4.948e-04
NCT01126437,weibull,scale,shape,-4.948e-04
NCT01126437,weibull,scale,scale,1.569e-03
NCT01126580,weibull,shape,shape,6.743e-03
NCT01126580,weibull,shape,scale,-1.392e-02
NCT01126580,weibull,scale,shape,-1.392e-02
NCT01126580,weibull,scale,scale,3.925e-02
NCT01131676,weibull,shape,shape,1.741e-03
NCT01131676,weibull,shape,scale,-8.512e-04
NCT01131676,weibull,scale,shape,-8.512e-04
NCT01131676,weibull,scale,scale,1.945e-03
NCT01159600,weibull,shape,shape,9.900e-03
NCT01159600,weibull,shape,scale,-3.392e-02
NCT01159600,weibull,scale,shape,-3.392e-02
NCT01159600,weibull,scale,scale,1.344e-01
NCT01164501,weibull,shape,shape,1.059e-02
NCT01164501,weibull,shape,scale,-2.783e-02
NCT01164501,weibull,scale,shape,-2.783e-02
NCT01164501,weibull,scale,scale,9.096e-02
NCT01167881,weibull,shape,shape,3.905e-03
NCT01167881,weibull,shape,scale,-1.298e-02
NCT01167881,weibull,scale,shape,-1.298e-02
NCT01167881,weibull,scale,scale,5.718e-02
NCT01177813,weibull,shape,shape,1.044e-02
NCT01177813,weibull,shape,scale,-2.652e-02
NCT01177813,weibull,scale,shape,-2.652e-02
NCT01177813,weibull,scale,scale,8.114e-02
NCT01191268,weibull,shape,shape,6.032e-03
NCT01191268,weibull,shape,scale,-1.372e-02
NCT01191268,weibull,scale,shape,-1.372e-02
NCT01191268,weibull,scale,scale,4.292e-02
NCT01191944,weibull,shape,shape,2.715e-02
NCT01191944,weibull,shape,scale,-1.349e-01
NCT01191944,weibull,scale,shape,-1.349e-01
NCT01191944,weibull,scale,scale,7.747e-01
NCT01194830,weibull,shape,shape,1.746e-02
NCT01194830,weibull,shape,scale,-3.318e-02
NCT01194830,weibull,scale,shape,-3.318e-02
NCT01194830,weibull,scale,scale,1.013e-01
NCT01204294,weibull,shape,shape,2.732e-02
NCT01204294,weibull,shape,scale,-9.905e-02
NCT01204294,weibull,scale,shape,-9.905e-02
NCT01204294,weibull,scale,scale,4.074e-01
NCT01210001,weibull,shape,shape,2.520e-02
NCT01210001,weibull,shape,scale,-8.653e-02
NCT01210001,weibull,scale,shape,-8.653e-02
NCT01210001,weibull,scale,scale,3.445e-01
NCT01214239,weibull,shape,shape,3.350e-02
NCT01214239,weibull,shape,scale,-9.089e-02
NCT01214239,weibull,scale,shape,-9.089e-02
NCT01214239,weibull,scale,scale,2.943e-01
NCT01306214,weibull,shape,shape,1.105e-02
NCT01306214,weibull,shape,scale,-2.034e-02
NCT01306214,weibull,scale,shape,-2.034e-02
NCT01306214,weibull,scale,scale,4.912e-02
NCT01335464,weibull,shape,shape,8.245e-03
NCT01335464,weibull,shape,scale,-1.271e-02
NCT01335464,weibull,scale,shape,-1.271e-02
NCT01335464,weibull,scale,scale,2.961e-02
NCT01335477,weibull,shape,shape,7.782e-03
NCT01335477,weibull,shape,scale,-1.274e-02
NCT01335477,weibull,scale,shape,-1.274e-02
NCT01335477,weibull,scale,scale,3.139e-02
NCT01368081,weibull,shape,shape,1.022e-02
NCT01368081,weibull,shape,scale,-2.913e-02
NCT01368081,weibull,scale,shape,-2.913e-02
NCT01368081,weibull,scale,scale,9.685e-02
NCT01370005,weibull,shape,shape,2.807e-02
NCT01370005,weibull,shape,scale,-7.499e-02
NCT01370005,weibull,scale,shape,-7.499e-02
NCT01370005,weibull,scale,scale,2.210e-01
NCT01422876,weibull,shape,shape,5.033e-03
NCT01422876,weibull,shape,scale,-1.322e-02
NCT01422876,weibull,scale,shape,-1.322e-02
NCT01422876,weibull,scale,scale,4.441e-02
NCT01558271,weibull,shape,shape,2.175e-02
NCT01558271,weibull,shape,scale,-8.774e-02
NCT01558271,weibull,scale,shape,-8.774e-02
NCT01558271,weibull,scale,scale,4.184e-01
NCT01621178,weibull,shape,shape,1.013e-02
NCT01621178,weibull,shape,scale,-2.621e-02
NCT01621178,weibull,scale,shape,-2.621e-02
NCT01621178,weibull,scale,scale,9.061e-02
NCT01624259,weibull,shape,shape,2.653e-02
NCT01624259,weibull,shape,scale,-8.316e-02
NCT01624259,weibull,scale,shape,-8.316e-02
NCT01624259,weibull,scale,scale,2.954e-01
NCT01694771,weibull,shape,shape,1.271e-02
NCT01694771,weibull,shape,scale,-3.148e-02
NCT01694771,weibull,scale,shape,-3.148e-02
NCT01694771,weibull,scale,scale,8.916e-02
NCT01708902,weibull,shape,shape,1.498e-02
NCT01708902,weibull,shape,scale,-5.549e-02
NCT01708902,weibull,scale,shape,-5.549e-02
NCT01708902,weibull,scale,scale,2.424e-01
NCT01719003,weibull,shape,shape,8.084e-03
NCT01719003,weibull,shape,scale,-3.036e-02
NCT01719003,weibull,scale,shape,-3.036e-02
NCT01719003,weibull,scale,scale,1.343e-01
NCT01769378,weibull,shape,shape,4.050e-02
NCT01769378,weibull,shape,scale,-1.216e-01
NCT01769378,weibull,scale,shape,-1.216e-01
NCT01769378,weibull,scale,scale,4.256e-01
NCT02152371,weibull,shape,shape,3.600e-02
NCT02152371,weibull,shape,scale,-1.139e-01
NCT02152371,weibull,scale,shape,-1.139e-01
NCT02152371,weibull,scale,scale,4.253e-01
NCT02172287,weibull,shape,shape,8.086e-03
NCT02172287,weibull,shape,scale,-2.261e-02
NCT02172287,weibull,scale,shape,-2.261e-02
NCT02172287,weibull,scale,scale,8.866e-02
NCT02172586,weibull,shape,shape,2.015e-02
NCT02172586,weibull,shape,scale,-5.118e-02
NCT02172586,weibull,scale,shape,-5.118e-02
NCT02172586,weibull,scale,scale,1.643e-01
NCT02175355,weibull,shape,shape,1.521e-02
NCT02175355,weibull,shape,scale,-3.261e-02
NCT02175355,weibull,scale,shape,-3.261e-02
NCT02175355,weibull,scale,scale,7.929e-02
NCT02177344,weibull,shape,shape,1.247e-02
NCT02177344,weibull,shape,scale,-4.802e-02
NCT02177344,weibull,scale,shape,-4.802e-02
NCT02177344,weibull,scale,scale,2.287e-01
NCT02177396,weibull,shape,shape,3.036e-02
NCT02177396,weibull,shape,scale,-8.026e-02
NCT02177396,weibull,scale,shape,-8.026e-02
NCT02177396,weibull,scale,scale,2.454e-01
NCT02177461,weibull,shape,shape,8.625e-03
NCT02177461,weibull,shape,scale,-1.064e-02
NCT02177461,weibull,scale,shape,-1.064e-02
NCT02177461,weibull,scale,scale,2.341e-02
NCT02183064,weibull,shape,shape,8.763e-03
NCT02183064,weibull,shape,scale,-3.530e-02
NCT02183064,weibull,scale,shape,-3.530e-02
NCT02183064,weibull,scale,scale,1.673e-01
NCT02200653,weibull,shape,shape,5.470e-02
NCT02200653,weibull,shape,scale,-1.794e-01
NCT02200653,weibull,scale,shape,-1.794e-01
NCT02200653,weibull,scale,scale,6.524e-01
NCT02240680,weibull,shape,shape,4.047e-02
NCT02240680,weibull,shape,scale,-1.632e-01
NCT02240680,weibull,scale,shape,-1.632e-01
NCT02240680,weibull,scale,scale,7.681e-01
NCT02489968,weibull,shape,shape,3.722e-02
NCT02489968,weibull,shape,scale,-1.179e-01
NCT02489968,weibull,scale,shape,-1.179e-01
NCT02489968,weibull,scale,scale,4.244e-01
NCT02750410,weibull,shape,shape,5.698e-02
NCT02750410,weibull,shape,scale,-1.376e-01
NCT02750410,weibull,scale,shape,-1.376e-01
NCT02750410,weibull,scale,scale,4.029e-01
