ctgov,cause,dist,parameter1,parameter2,r
NCT00975195,Voluntary Withdrawal,lnorm,meanlog,meanlog,3.181e-01
NCT00975195,Voluntary Withdrawal,lnorm,meanlog,sdlog,4.557e-02
NCT00975195,Voluntary Withdrawal,lnorm,sdlog,meanlog,4.557e-02
NCT00975195,Voluntary Withdrawal,lnorm,sdlog,sdlog,7.084e-03
NCT00996658,Other/Miscellaneous,lnorm,meanlog,meanlog,4.501e-01
NCT00996658,Other/Miscellaneous,lnorm,meanlog,sdlog,1.467e-01
NCT00996658,Other/Miscellaneous,lnorm,sdlog,meanlog,1.467e-01
NCT00996658,Other/Miscellaneous,lnorm,sdlog,sdlog,5.260e-02
NCT01064687,Adverse Event,lnorm,meanlog,meanlog,2.973e+00
NCT01064687,Adverse Event,lnorm,meanlog,sdlog,3.013e-01
NCT01064687,Adverse Event,lnorm,sdlog,meanlog,3.013e-01
NCT01064687,Adverse Event,lnorm,sdlog,sdlog,3.216e-02
NCT01064687,Lost to Follow-up,lnorm,meanlog,meanlog,3.169e-01
NCT01064687,Lost to Follow-up,lnorm,meanlog,sdlog,9.676e-02
NCT01064687,Lost to Follow-up,lnorm,sdlog,meanlog,9.676e-02
NCT01064687,Lost to Follow-up,lnorm,sdlog,sdlog,3.124e-02
NCT01064687,Voluntary Withdrawal,lnorm,meanlog,meanlog,6.694e-01
NCT01064687,Voluntary Withdrawal,lnorm,meanlog,sdlog,1.302e-01
NCT01064687,Voluntary Withdrawal,lnorm,sdlog,meanlog,1.302e-01
NCT01064687,Voluntary Withdrawal,lnorm,sdlog,sdlog,2.692e-02
NCT01075282,Adverse Event,lnorm,meanlog,meanlog,2.112e+00
NCT01075282,Adverse Event,lnorm,meanlog,sdlog,2.704e-01
NCT01075282,Adverse Event,lnorm,sdlog,meanlog,2.704e-01
NCT01075282,Adverse Event,lnorm,sdlog,sdlog,3.657e-02
NCT01075282,Other/Miscellaneous,lnorm,meanlog,meanlog,9.724e+00
NCT01075282,Other/Miscellaneous,lnorm,meanlog,sdlog,7.733e-01
NCT01075282,Other/Miscellaneous,lnorm,sdlog,meanlog,7.733e-01
NCT01075282,Other/Miscellaneous,lnorm,sdlog,sdlog,6.388e-02
NCT01075282,Voluntary Withdrawal,lnorm,meanlog,meanlog,2.252e+00
NCT01075282,Voluntary Withdrawal,lnorm,meanlog,sdlog,2.546e-01
NCT01075282,Voluntary Withdrawal,lnorm,sdlog,meanlog,2.546e-01
NCT01075282,Voluntary Withdrawal,lnorm,sdlog,sdlog,3.064e-02
NCT01084005,Protocol Violation,lnorm,meanlog,meanlog,8.392e-01
NCT01084005,Protocol Violation,lnorm,meanlog,sdlog,2.426e-01
NCT01084005,Protocol Violation,lnorm,sdlog,meanlog,2.426e-01
NCT01084005,Protocol Violation,lnorm,sdlog,sdlog,7.593e-02
NCT01087502,Adverse Event,lnorm,meanlog,meanlog,3.740e-01
NCT01087502,Adverse Event,lnorm,meanlog,sdlog,8.930e-02
NCT01087502,Adverse Event,lnorm,sdlog,meanlog,8.930e-02
NCT01087502,Adverse Event,lnorm,sdlog,sdlog,2.632e-02
NCT01126437,Adverse Event,lnorm,meanlog,meanlog,8.131e-03
NCT01126437,Adverse Event,lnorm,meanlog,sdlog,1.600e-03
NCT01126437,Adverse Event,lnorm,sdlog,meanlog,1.600e-03
NCT01126437,Adverse Event,lnorm,sdlog,sdlog,3.845e-04
NCT01126437,Lack of Efficacy,lnorm,meanlog,meanlog,5.326e-01
NCT01126437,Lack of Efficacy,lnorm,meanlog,sdlog,4.779e-02
NCT01126437,Lack of Efficacy,lnorm,sdlog,meanlog,4.779e-02
NCT01126437,Lack of Efficacy,lnorm,sdlog,sdlog,4.424e-03
NCT01126437,Lost to Follow-up,lnorm,meanlog,meanlog,5.081e-01
NCT01126437,Lost to Follow-up,lnorm,meanlog,sdlog,4.706e-02
NCT01126437,Lost to Follow-up,lnorm,sdlog,meanlog,4.706e-02
NCT01126437,Lost to Follow-up,lnorm,sdlog,sdlog,4.501e-03
NCT01126437,Other/Miscellaneous,lnorm,meanlog,meanlog,4.238e-02
NCT01126437,Other/Miscellaneous,lnorm,meanlog,sdlog,7.136e-03
NCT01126437,Other/Miscellaneous,lnorm,sdlog,meanlog,7.136e-03
NCT01126437,Other/Miscellaneous,lnorm,sdlog,sdlog,1.291e-03
NCT01126437,Protocol Violation,lnorm,meanlog,meanlog,5.272e-01
NCT01126437,Protocol Violation,lnorm,meanlog,sdlog,4.845e-02
NCT01126437,Protocol Violation,lnorm,sdlog,meanlog,4.845e-02
NCT01126437,Protocol Violation,lnorm,sdlog,sdlog,4.595e-03
NCT01126437,Voluntary Withdrawal,lnorm,meanlog,meanlog,4.312e-02
NCT01126437,Voluntary Withdrawal,lnorm,meanlog,sdlog,5.455e-03
NCT01126437,Voluntary Withdrawal,lnorm,sdlog,meanlog,5.455e-03
NCT01126437,Voluntary Withdrawal,lnorm,sdlog,sdlog,7.660e-04
NCT01126580,Adverse Event,lnorm,meanlog,meanlog,1.364e+00
NCT01126580,Adverse Event,lnorm,meanlog,sdlog,1.727e-01
NCT01126580,Adverse Event,lnorm,sdlog,meanlog,1.727e-01
NCT01126580,Adverse Event,lnorm,sdlog,sdlog,2.359e-02
NCT01126580,Lost to Follow-up,lnorm,meanlog,meanlog,4.484e-01
NCT01126580,Lost to Follow-up,lnorm,meanlog,sdlog,1.093e-01
NCT01126580,Lost to Follow-up,lnorm,sdlog,meanlog,1.093e-01
NCT01126580,Lost to Follow-up,lnorm,sdlog,sdlog,2.851e-02
NCT01126580,PI/Sponsor Decision,lnorm,meanlog,meanlog,8.800e-01
NCT01126580,PI/Sponsor Decision,lnorm,meanlog,sdlog,1.815e-01
NCT01126580,PI/Sponsor Decision,lnorm,sdlog,meanlog,1.815e-01
NCT01126580,PI/Sponsor Decision,lnorm,sdlog,sdlog,3.952e-02
NCT01126580,Voluntary Withdrawal,lnorm,meanlog,meanlog,3.880e-01
NCT01126580,Voluntary Withdrawal,lnorm,meanlog,sdlog,8.184e-02
NCT01126580,Voluntary Withdrawal,lnorm,sdlog,meanlog,8.184e-02
NCT01126580,Voluntary Withdrawal,lnorm,sdlog,sdlog,1.894e-02
NCT01131676,Adverse Event,lnorm,meanlog,meanlog,1.060e-02
NCT01131676,Adverse Event,lnorm,meanlog,sdlog,3.540e-03
NCT01131676,Adverse Event,lnorm,sdlog,meanlog,3.540e-03
NCT01131676,Adverse Event,lnorm,sdlog,sdlog,2.318e-03
NCT01131676,Other/Miscellaneous,lnorm,meanlog,meanlog,2.747e-02
NCT01131676,Other/Miscellaneous,lnorm,meanlog,sdlog,9.743e-03
NCT01131676,Other/Miscellaneous,lnorm,sdlog,meanlog,9.743e-03
NCT01131676,Other/Miscellaneous,lnorm,sdlog,sdlog,4.674e-03
NCT01131676,Protocol Violation,lnorm,meanlog,meanlog,1.355e+00
NCT01131676,Protocol Violation,lnorm,meanlog,sdlog,2.007e-01
NCT01131676,Protocol Violation,lnorm,sdlog,meanlog,2.007e-01
NCT01131676,Protocol Violation,lnorm,sdlog,sdlog,3.146e-02
NCT01131676,Voluntary Withdrawal,lnorm,meanlog,meanlog,1.065e-01
NCT01131676,Voluntary Withdrawal,lnorm,meanlog,sdlog,3.432e-02
NCT01131676,Voluntary Withdrawal,lnorm,sdlog,meanlog,3.432e-02
NCT01131676,Voluntary Withdrawal,lnorm,sdlog,sdlog,1.249e-02
NCT01159600,Adverse Event,lnorm,meanlog,meanlog,1.520e+00
NCT01159600,Adverse Event,lnorm,meanlog,sdlog,1.821e-01
NCT01159600,Adverse Event,lnorm,sdlog,meanlog,1.821e-01
NCT01159600,Adverse Event,lnorm,sdlog,sdlog,2.302e-02
NCT01159600,Lost to Follow-up,lnorm,meanlog,meanlog,8.875e-01
NCT01159600,Lost to Follow-up,lnorm,meanlog,sdlog,2.422e-01
NCT01159600,Lost to Follow-up,lnorm,sdlog,meanlog,2.422e-01
NCT01159600,Lost to Follow-up,lnorm,sdlog,sdlog,6.804e-02
NCT01159600,Other/Miscellaneous,lnorm,meanlog,meanlog,3.113e+00
NCT01159600,Other/Miscellaneous,lnorm,meanlog,sdlog,3.396e-01
NCT01159600,Other/Miscellaneous,lnorm,sdlog,meanlog,3.396e-01
NCT01159600,Other/Miscellaneous,lnorm,sdlog,sdlog,3.853e-02
NCT01159600,Voluntary Withdrawal,lnorm,meanlog,meanlog,3.451e+00
NCT01159600,Voluntary Withdrawal,lnorm,meanlog,sdlog,3.520e-01
NCT01159600,Voluntary Withdrawal,lnorm,sdlog,meanlog,3.520e-01
NCT01159600,Voluntary Withdrawal,lnorm,sdlog,sdlog,3.735e-02
NCT01164501,Adverse Event,lnorm,meanlog,meanlog,5.394e-01
NCT01164501,Adverse Event,lnorm,meanlog,sdlog,9.414e-02
NCT01164501,Adverse Event,lnorm,sdlog,meanlog,9.414e-02
NCT01164501,Adverse Event,lnorm,sdlog,sdlog,1.817e-02
NCT01164501,Other/Miscellaneous,lnorm,meanlog,meanlog,3.479e+00
NCT01164501,Other/Miscellaneous,lnorm,meanlog,sdlog,4.441e-01
NCT01164501,Other/Miscellaneous,lnorm,sdlog,meanlog,4.441e-01
NCT01164501,Other/Miscellaneous,lnorm,sdlog,sdlog,5.924e-02
NCT01164501,Voluntary Withdrawal,lnorm,meanlog,meanlog,1.364e+00
NCT01164501,Voluntary Withdrawal,lnorm,meanlog,sdlog,2.145e-01
NCT01164501,Voluntary Withdrawal,lnorm,sdlog,meanlog,2.145e-01
NCT01164501,Voluntary Withdrawal,lnorm,sdlog,sdlog,3.582e-02
NCT01167881,Adverse Event,lnorm,meanlog,meanlog,7.721e-01
NCT01167881,Adverse Event,lnorm,meanlog,sdlog,9.147e-02
NCT01167881,Adverse Event,lnorm,sdlog,meanlog,9.147e-02
NCT01167881,Adverse Event,lnorm,sdlog,sdlog,1.173e-02
NCT01167881,Lost to Follow-up,lnorm,meanlog,meanlog,2.616e+00
NCT01167881,Lost to Follow-up,lnorm,meanlog,sdlog,2.749e-01
NCT01167881,Lost to Follow-up,lnorm,sdlog,meanlog,2.749e-01
NCT01167881,Lost to Follow-up,lnorm,sdlog,sdlog,3.011e-02
NCT01167881,Other/Miscellaneous,lnorm,meanlog,meanlog,9.274e-01
NCT01167881,Other/Miscellaneous,lnorm,meanlog,sdlog,1.062e-01
NCT01167881,Other/Miscellaneous,lnorm,sdlog,meanlog,1.062e-01
NCT01167881,Other/Miscellaneous,lnorm,sdlog,sdlog,1.308e-02
NCT01167881,Protocol Violation,lnorm,meanlog,meanlog,1.226e+01
NCT01167881,Protocol Violation,lnorm,meanlog,sdlog,7.035e-01
NCT01167881,Protocol Violation,lnorm,sdlog,meanlog,7.035e-01
NCT01167881,Protocol Violation,lnorm,sdlog,sdlog,4.174e-02
NCT01167881,Voluntary Withdrawal,lnorm,meanlog,meanlog,6.576e-01
NCT01167881,Voluntary Withdrawal,lnorm,meanlog,sdlog,8.875e-02
NCT01167881,Voluntary Withdrawal,lnorm,sdlog,meanlog,8.875e-02
NCT01167881,Voluntary Withdrawal,lnorm,sdlog,sdlog,1.291e-02
NCT01177813,Adverse Event,lnorm,meanlog,meanlog,2.935e+00
NCT01177813,Adverse Event,lnorm,meanlog,sdlog,3.330e-01
NCT01177813,Adverse Event,lnorm,sdlog,meanlog,3.330e-01
NCT01177813,Adverse Event,lnorm,sdlog,sdlog,3.968e-02
NCT01177813,Lost to Follow-up,lnorm,meanlog,meanlog,4.291e-01
NCT01177813,Lost to Follow-up,lnorm,meanlog,sdlog,1.173e-01
NCT01177813,Lost to Follow-up,lnorm,sdlog,meanlog,1.173e-01
NCT01177813,Lost to Follow-up,lnorm,sdlog,sdlog,3.387e-02
NCT01177813,Other/Miscellaneous,lnorm,meanlog,meanlog,4.971e+00
NCT01177813,Other/Miscellaneous,lnorm,meanlog,sdlog,5.690e-01
NCT01177813,Other/Miscellaneous,lnorm,sdlog,meanlog,5.690e-01
NCT01177813,Other/Miscellaneous,lnorm,sdlog,sdlog,6.746e-02
NCT01177813,Voluntary Withdrawal,lnorm,meanlog,meanlog,1.005e+00
NCT01177813,Voluntary Withdrawal,lnorm,meanlog,sdlog,1.611e-01
NCT01177813,Voluntary Withdrawal,lnorm,sdlog,meanlog,1.611e-01
NCT01177813,Voluntary Withdrawal,lnorm,sdlog,sdlog,2.750e-02
NCT01191268,Adverse Event,lnorm,meanlog,meanlog,1.106e+00
NCT01191268,Adverse Event,lnorm,meanlog,sdlog,1.389e-01
NCT01191268,Adverse Event,lnorm,sdlog,meanlog,1.389e-01
NCT01191268,Adverse Event,lnorm,sdlog,sdlog,1.895e-02
NCT01191268,Lost to Follow-up,lnorm,meanlog,meanlog,1.353e+00
NCT01191268,Lost to Follow-up,lnorm,meanlog,sdlog,2.477e-01
NCT01191268,Lost to Follow-up,lnorm,sdlog,meanlog,2.477e-01
NCT01191268,Lost to Follow-up,lnorm,sdlog,sdlog,4.745e-02
NCT01191268,PI/Sponsor Decision,lnorm,meanlog,meanlog,1.488e+00
NCT01191268,PI/Sponsor Decision,lnorm,meanlog,sdlog,2.155e-01
NCT01191268,PI/Sponsor Decision,lnorm,sdlog,meanlog,2.155e-01
NCT01191268,PI/Sponsor Decision,lnorm,sdlog,sdlog,3.302e-02
NCT01191268,Voluntary Withdrawal,lnorm,meanlog,meanlog,2.471e-01
NCT01191268,Voluntary Withdrawal,lnorm,meanlog,sdlog,5.083e-02
NCT01191268,Voluntary Withdrawal,lnorm,sdlog,meanlog,5.083e-02
NCT01191268,Voluntary Withdrawal,lnorm,sdlog,sdlog,1.187e-02
NCT01191944,Adverse Event,lnorm,meanlog,meanlog,2.197e+00
NCT01191944,Adverse Event,lnorm,meanlog,sdlog,2.647e-01
NCT01191944,Adverse Event,lnorm,sdlog,meanlog,2.647e-01
NCT01191944,Adverse Event,lnorm,sdlog,sdlog,3.471e-02
NCT01194830,Lost to Follow-up,lnorm,meanlog,meanlog,2.196e+00
NCT01194830,Lost to Follow-up,lnorm,meanlog,sdlog,3.115e-01
NCT01194830,Lost to Follow-up,lnorm,sdlog,meanlog,3.115e-01
NCT01194830,Lost to Follow-up,lnorm,sdlog,sdlog,4.998e-02
NCT01194830,Other/Miscellaneous,lnorm,meanlog,meanlog,7.630e-01
NCT01194830,Other/Miscellaneous,lnorm,meanlog,sdlog,1.604e-01
NCT01194830,Other/Miscellaneous,lnorm,sdlog,meanlog,1.604e-01
NCT01194830,Other/Miscellaneous,lnorm,sdlog,sdlog,3.938e-02
NCT01204294,Adverse Event,lnorm,meanlog,meanlog,2.487e+00
NCT01204294,Adverse Event,lnorm,meanlog,sdlog,3.046e-01
NCT01204294,Adverse Event,lnorm,sdlog,meanlog,3.046e-01
NCT01204294,Adverse Event,lnorm,sdlog,sdlog,3.984e-02
NCT01210001,Adverse Event,lnorm,meanlog,meanlog,2.214e+00
NCT01210001,Adverse Event,lnorm,meanlog,sdlog,3.937e-01
NCT01210001,Adverse Event,lnorm,sdlog,meanlog,3.937e-01
NCT01210001,Adverse Event,lnorm,sdlog,sdlog,7.347e-02
NCT01214239,Voluntary Withdrawal,lnorm,meanlog,meanlog,2.064e+00
NCT01214239,Voluntary Withdrawal,lnorm,meanlog,sdlog,3.484e-01
NCT01214239,Voluntary Withdrawal,lnorm,sdlog,meanlog,3.484e-01
NCT01214239,Voluntary Withdrawal,lnorm,sdlog,sdlog,6.350e-02
NCT01306214,Adverse Event,lnorm,meanlog,meanlog,4.127e-01
NCT01306214,Adverse Event,lnorm,meanlog,sdlog,1.016e-01
NCT01306214,Adverse Event,lnorm,sdlog,meanlog,1.016e-01
NCT01306214,Adverse Event,lnorm,sdlog,sdlog,2.739e-02
NCT01306214,Protocol Violation,lnorm,meanlog,meanlog,4.258e+00
NCT01306214,Protocol Violation,lnorm,meanlog,sdlog,4.600e-01
NCT01306214,Protocol Violation,lnorm,sdlog,meanlog,4.600e-01
NCT01306214,Protocol Violation,lnorm,sdlog,sdlog,5.253e-02
NCT01306214,Voluntary Withdrawal,lnorm,meanlog,meanlog,5.709e-01
NCT01306214,Voluntary Withdrawal,lnorm,meanlog,sdlog,1.244e-01
NCT01306214,Voluntary Withdrawal,lnorm,sdlog,meanlog,1.244e-01
NCT01306214,Voluntary Withdrawal,lnorm,sdlog,sdlog,2.953e-02
NCT01335464,Adverse Event,lnorm,meanlog,meanlog,5.059e-02
NCT01335464,Adverse Event,lnorm,meanlog,sdlog,1.680e-02
NCT01335464,Adverse Event,lnorm,sdlog,meanlog,1.680e-02
NCT01335464,Adverse Event,lnorm,sdlog,sdlog,7.831e-03
NCT01335464,Voluntary Withdrawal,lnorm,meanlog,meanlog,1.790e+00
NCT01335464,Voluntary Withdrawal,lnorm,meanlog,sdlog,2.892e-01
NCT01335464,Voluntary Withdrawal,lnorm,sdlog,meanlog,2.892e-01
NCT01335464,Voluntary Withdrawal,lnorm,sdlog,sdlog,4.970e-02
NCT01335477,Adverse Event,lnorm,meanlog,meanlog,5.149e-02
NCT01335477,Adverse Event,lnorm,meanlog,sdlog,1.622e-02
NCT01335477,Adverse Event,lnorm,sdlog,meanlog,1.622e-02
NCT01335477,Adverse Event,lnorm,sdlog,sdlog,7.220e-03
NCT01335477,Voluntary Withdrawal,lnorm,meanlog,meanlog,3.305e+00
NCT01335477,Voluntary Withdrawal,lnorm,meanlog,sdlog,3.792e-01
NCT01335477,Voluntary Withdrawal,lnorm,sdlog,meanlog,3.792e-01
NCT01335477,Voluntary Withdrawal,lnorm,sdlog,sdlog,4.629e-02
NCT01368081,Adverse Event,lnorm,meanlog,meanlog,5.495e-01
NCT01368081,Adverse Event,lnorm,meanlog,sdlog,9.197e-02
NCT01368081,Adverse Event,lnorm,sdlog,meanlog,9.197e-02
NCT01368081,Adverse Event,lnorm,sdlog,sdlog,1.661e-02
NCT01368081,Other/Miscellaneous,lnorm,meanlog,meanlog,1.319e+01
NCT01368081,Other/Miscellaneous,lnorm,meanlog,sdlog,1.044e+00
NCT01368081,Other/Miscellaneous,lnorm,sdlog,meanlog,1.044e+00
NCT01368081,Other/Miscellaneous,lnorm,sdlog,sdlog,8.479e-02
NCT01368081,Voluntary Withdrawal,lnorm,meanlog,meanlog,5.696e-01
NCT01368081,Voluntary Withdrawal,lnorm,meanlog,sdlog,1.128e-01
NCT01368081,Voluntary Withdrawal,lnorm,sdlog,meanlog,1.128e-01
NCT01368081,Voluntary Withdrawal,lnorm,sdlog,sdlog,2.369e-02
NCT01370005,Adverse Event,lnorm,meanlog,meanlog,1.416e+00
NCT01370005,Adverse Event,lnorm,meanlog,sdlog,2.662e-01
NCT01370005,Adverse Event,lnorm,sdlog,meanlog,2.662e-01
NCT01370005,Adverse Event,lnorm,sdlog,sdlog,5.221e-02
NCT01422876,Adverse Event,lnorm,meanlog,meanlog,6.675e-01
NCT01422876,Adverse Event,lnorm,meanlog,sdlog,9.382e-02
NCT01422876,Adverse Event,lnorm,sdlog,meanlog,9.382e-02
NCT01422876,Adverse Event,lnorm,sdlog,sdlog,1.423e-02
NCT01422876,Lost to Follow-up,lnorm,meanlog,meanlog,9.326e-01
NCT01422876,Lost to Follow-up,lnorm,meanlog,sdlog,1.139e-01
NCT01422876,Lost to Follow-up,lnorm,sdlog,meanlog,1.139e-01
NCT01422876,Lost to Follow-up,lnorm,sdlog,sdlog,1.497e-02
NCT01422876,Other/Miscellaneous,lnorm,meanlog,meanlog,9.044e-01
NCT01422876,Other/Miscellaneous,lnorm,meanlog,sdlog,1.276e-01
NCT01422876,Other/Miscellaneous,lnorm,sdlog,meanlog,1.276e-01
NCT01422876,Other/Miscellaneous,lnorm,sdlog,sdlog,1.914e-02
NCT01422876,Protocol Violation,lnorm,meanlog,meanlog,4.746e+00
NCT01422876,Protocol Violation,lnorm,meanlog,sdlog,5.434e-01
NCT01422876,Protocol Violation,lnorm,sdlog,meanlog,5.434e-01
NCT01422876,Protocol Violation,lnorm,sdlog,sdlog,6.410e-02
NCT01422876,Voluntary Withdrawal,lnorm,meanlog,meanlog,1.329e+00
NCT01422876,Voluntary Withdrawal,lnorm,meanlog,sdlog,1.781e-01
NCT01422876,Voluntary Withdrawal,lnorm,sdlog,meanlog,1.781e-01
NCT01422876,Voluntary Withdrawal,lnorm,sdlog,sdlog,2.509e-02
NCT01558271,Adverse Event,lnorm,meanlog,meanlog,7.067e-01
NCT01558271,Adverse Event,lnorm,meanlog,sdlog,2.021e-01
NCT01558271,Adverse Event,lnorm,sdlog,meanlog,2.021e-01
NCT01558271,Adverse Event,lnorm,sdlog,sdlog,6.108e-02
NCT01558271,Voluntary Withdrawal,lnorm,meanlog,meanlog,2.068e+00
NCT01558271,Voluntary Withdrawal,lnorm,meanlog,sdlog,2.273e-01
NCT01558271,Voluntary Withdrawal,lnorm,sdlog,meanlog,2.273e-01
NCT01558271,Voluntary Withdrawal,lnorm,sdlog,sdlog,2.759e-02
NCT01621178,Adverse Event,lnorm,meanlog,meanlog,2.180e+00
NCT01621178,Adverse Event,lnorm,meanlog,sdlog,3.258e-01
NCT01621178,Adverse Event,lnorm,sdlog,meanlog,3.258e-01
NCT01621178,Adverse Event,lnorm,sdlog,sdlog,5.151e-02
NCT01621178,Other/Miscellaneous,lnorm,meanlog,meanlog,8.852e-01
NCT01621178,Other/Miscellaneous,lnorm,meanlog,sdlog,2.092e-01
NCT01621178,Other/Miscellaneous,lnorm,sdlog,meanlog,2.092e-01
NCT01621178,Other/Miscellaneous,lnorm,sdlog,sdlog,5.234e-02
NCT01621178,PI/Sponsor Decision,lnorm,meanlog,meanlog,2.850e+00
NCT01621178,PI/Sponsor Decision,lnorm,meanlog,sdlog,3.941e-01
NCT01621178,PI/Sponsor Decision,lnorm,sdlog,meanlog,3.941e-01
NCT01621178,PI/Sponsor Decision,lnorm,sdlog,sdlog,5.739e-02
NCT01621178,Voluntary Withdrawal,lnorm,meanlog,meanlog,6.865e-01
NCT01621178,Voluntary Withdrawal,lnorm,meanlog,sdlog,9.997e-02
NCT01621178,Voluntary Withdrawal,lnorm,sdlog,meanlog,9.997e-02
NCT01621178,Voluntary Withdrawal,lnorm,sdlog,sdlog,1.667e-02
NCT01624259,Adverse Event,lnorm,meanlog,meanlog,1.557e+00
NCT01624259,Adverse Event,lnorm,meanlog,sdlog,2.589e-01
NCT01624259,Adverse Event,lnorm,sdlog,meanlog,2.589e-01
NCT01624259,Adverse Event,lnorm,sdlog,sdlog,4.561e-02
NCT01624259,Voluntary Withdrawal,lnorm,meanlog,meanlog,4.039e+00
NCT01624259,Voluntary Withdrawal,lnorm,meanlog,sdlog,5.293e-01
NCT01624259,Voluntary Withdrawal,lnorm,sdlog,meanlog,5.293e-01
NCT01624259,Voluntary Withdrawal,lnorm,sdlog,sdlog,7.242e-02
NCT01694771,Adverse Event,lnorm,meanlog,meanlog,7.484e-01
NCT01694771,Adverse Event,lnorm,meanlog,sdlog,1.294e-01
NCT01694771,Adverse Event,lnorm,sdlog,meanlog,1.294e-01
NCT01694771,Adverse Event,lnorm,sdlog,sdlog,2.372e-02
NCT01694771,Other/Miscellaneous,lnorm,meanlog,meanlog,2.352e+00
NCT01694771,Other/Miscellaneous,lnorm,meanlog,sdlog,4.091e-01
NCT01694771,Other/Miscellaneous,lnorm,sdlog,meanlog,4.091e-01
NCT01694771,Other/Miscellaneous,lnorm,sdlog,sdlog,7.331e-02
NCT01694771,Protocol Violation,lnorm,meanlog,meanlog,2.293e+00
NCT01694771,Protocol Violation,lnorm,meanlog,sdlog,3.897e-01
NCT01694771,Protocol Violation,lnorm,sdlog,meanlog,3.897e-01
NCT01694771,Protocol Violation,lnorm,sdlog,sdlog,6.827e-02
NCT01694771,Voluntary Withdrawal,lnorm,meanlog,meanlog,1.930e+00
NCT01694771,Voluntary Withdrawal,lnorm,meanlog,sdlog,3.143e-01
NCT01694771,Voluntary Withdrawal,lnorm,sdlog,meanlog,3.143e-01
NCT01694771,Voluntary Withdrawal,lnorm,sdlog,sdlog,5.306e-02
NCT01708902,Adverse Event,lnorm,meanlog,meanlog,1.755e+00
NCT01708902,Adverse Event,lnorm,meanlog,sdlog,2.305e-01
NCT01708902,Adverse Event,lnorm,sdlog,meanlog,2.305e-01
NCT01708902,Adverse Event,lnorm,sdlog,sdlog,3.229e-02
NCT01708902,Voluntary Withdrawal,lnorm,meanlog,meanlog,2.613e+00
NCT01708902,Voluntary Withdrawal,lnorm,meanlog,sdlog,3.092e-01
NCT01708902,Voluntary Withdrawal,lnorm,sdlog,meanlog,3.092e-01
NCT01708902,Voluntary Withdrawal,lnorm,sdlog,sdlog,3.872e-02
NCT01719003,Adverse Event,lnorm,meanlog,meanlog,1.547e+00
NCT01719003,Adverse Event,lnorm,meanlog,sdlog,1.810e-01
NCT01719003,Adverse Event,lnorm,sdlog,meanlog,1.810e-01
NCT01719003,Adverse Event,lnorm,sdlog,sdlog,2.235e-02
NCT01719003,Lost to Follow-up,lnorm,meanlog,meanlog,6.799e+00
NCT01719003,Lost to Follow-up,lnorm,meanlog,sdlog,4.698e-01
NCT01719003,Lost to Follow-up,lnorm,sdlog,meanlog,4.698e-01
NCT01719003,Lost to Follow-up,lnorm,sdlog,sdlog,3.383e-02
NCT01719003,Other/Miscellaneous,lnorm,meanlog,meanlog,4.909e+00
NCT01719003,Other/Miscellaneous,lnorm,meanlog,sdlog,5.458e-01
NCT01719003,Other/Miscellaneous,lnorm,sdlog,meanlog,5.458e-01
NCT01719003,Other/Miscellaneous,lnorm,sdlog,sdlog,6.248e-02
NCT01719003,Protocol Violation,lnorm,meanlog,meanlog,6.551e+00
NCT01719003,Protocol Violation,lnorm,meanlog,sdlog,7.045e-01
NCT01719003,Protocol Violation,lnorm,sdlog,meanlog,7.045e-01
NCT01719003,Protocol Violation,lnorm,sdlog,sdlog,7.783e-02
NCT01719003,Voluntary Withdrawal,lnorm,meanlog,meanlog,1.134e+00
NCT01719003,Voluntary Withdrawal,lnorm,meanlog,sdlog,1.523e-01
NCT01719003,Voluntary Withdrawal,lnorm,sdlog,meanlog,1.523e-01
NCT01719003,Voluntary Withdrawal,lnorm,sdlog,sdlog,2.161e-02
NCT01769378,Adverse Event,lnorm,meanlog,meanlog,4.128e+00
NCT01769378,Adverse Event,lnorm,meanlog,sdlog,5.691e-01
NCT01769378,Adverse Event,lnorm,sdlog,meanlog,5.691e-01
NCT01769378,Adverse Event,lnorm,sdlog,sdlog,8.338e-02
NCT01769378,Voluntary Withdrawal,lnorm,meanlog,meanlog,1.921e+00
NCT01769378,Voluntary Withdrawal,lnorm,meanlog,sdlog,3.812e-01
NCT01769378,Voluntary Withdrawal,lnorm,sdlog,meanlog,3.812e-01
NCT01769378,Voluntary Withdrawal,lnorm,sdlog,sdlog,8.061e-02
NCT02152371,Voluntary Withdrawal,lnorm,meanlog,meanlog,1.559e+00
NCT02152371,Voluntary Withdrawal,lnorm,meanlog,sdlog,3.463e-01
NCT02152371,Voluntary Withdrawal,lnorm,sdlog,meanlog,3.463e-01
NCT02152371,Voluntary Withdrawal,lnorm,sdlog,sdlog,8.190e-02
NCT02172287,Adverse Event,lnorm,meanlog,meanlog,1.899e-01
NCT02172287,Adverse Event,lnorm,meanlog,sdlog,3.707e-02
NCT02172287,Adverse Event,lnorm,sdlog,meanlog,3.707e-02
NCT02172287,Adverse Event,lnorm,sdlog,sdlog,9.116e-03
NCT02172287,Voluntary Withdrawal,lnorm,meanlog,meanlog,2.937e+00
NCT02172287,Voluntary Withdrawal,lnorm,meanlog,sdlog,3.043e-01
NCT02172287,Voluntary Withdrawal,lnorm,sdlog,meanlog,3.043e-01
NCT02172287,Voluntary Withdrawal,lnorm,sdlog,sdlog,3.385e-02
NCT02172586,Voluntary Withdrawal,lnorm,meanlog,meanlog,2.144e+00
